TRANSACTION_ID,CUSTOMER_ID,PURCHASE_DATE,PRODUCT_CATEGORY,PRODUCT_NAME,AMOUNT,QUANTITY
465,26,2024-09-23,electronics,Tablet Stand,63.96,3
466,26,2023-03-18,grocery,Trail Mix Bundle,93.78,4
467,26,2024-09-28,grocery,Organic Coffee Beans,185.78,2
468,26,2023-08-26,sports,Jump Rope,152.8,2
469,26,2024-01-08,clothing,Cotton T-Shirt,90.26,2
470,26,2024-05-24,electronics,Bluetooth Speaker,91.39,3
471,26,2024-03-09,beauty,Moisturizing Cream,87.75,2
472,27,2024-03-24,beauty,Moisturizing Cream,162.26,4
473,27,2024-11-30,home_goods,Wall Clock,297.1,3
474,27,2025-01-20,beauty,Hair Styling Kit,300.18,2
475,27,2025-07-16,home_goods,Kitchen Organizer,335.77,2
476,27,2024-05-06,beauty,Hair Styling Kit,340.44,3
477,27,2025-06-18,home_goods,Ceramic Vase,291.13,3
478,27,2024-12-13,beauty,Hair Styling Kit,178.55,2
479,27,2024-05-09,sports,Jump Rope,264.06,1
480,27,2024-06-08,books,History Anthology,198.38,3
481,27,2024-12-29,grocery,Organic Coffee Beans,261.7,2
482,27,2024-07-11,books,Self-Help Guide,148.22,2
483,27,2024-11-27,books,History Anthology,99.97,4
484,27,2025-05-07,sports,Fitness Tracker Band,216.79,4
485,27,2024-11-09,sports,Yoga Mat,269.44,1
486,27,2025-09-10,electronics,Bluetooth Speaker,259.47,2
487,28,2024-06-27,sports,Fitness Tracker Band,194.86,4
488,28,2023-11-01,electronics,Wireless Headphones,88.81,2
489,28,2024-08-27,beauty,Hair Styling Kit,119.46,2
490,28,2024-11-29,home_goods,Scented Candle Set,65.68,4
491,28,2023-12-16,electronics,Wireless Headphones,102.25,3
492,28,2025-01-07,beauty,Vitamin C Serum,122.44,4
493,28,2024-10-29,electronics,USB-C Hub,97.84,3
494,28,2023-08-16,electronics,Wireless Headphones,177.38,1
495,28,2024-03-29,books,Cookbook Collection,127.4,2
496,28,2024-10-02,home_goods,Wall Clock,193.77,2
497,28,2025-04-28,grocery,Trail Mix Bundle,77.67,4
498,28,2025-04-12,beauty,Moisturizing Cream,182.46,4
499,28,2024-08-25,sports,Fitness Tracker Band,50.67,2
500,28,2023-09-26,clothing,Cotton T-Shirt,136.6,2
501,28,2024-02-10,home_goods,Kitchen Organizer,118.63,3
502,28,2025-01-14,books,History Anthology,194.89,3
503,29,2024-04-27,sports,Yoga Mat,61.68,4
504,29,2025-03-26,sports,Resistance Bands,93.54,3
505,29,2023-08-01,sports,Jump Rope,90.49,3
506,29,2024-03-14,electronics,Bluetooth Speaker,40.53,3
507,29,2024-10-11,books,Cookbook Collection,64.96,2
508,29,2024-07-13,sports,Fitness Tracker Band,46.72,2
509,29,2024-09-19,sports,Resistance Bands,56.0,2
510,29,2025-01-30,home_goods,Ceramic Vase,34.83,3
511,29,2023-09-23,electronics,USB-C Hub,47.56,4
512,29,2025-03-05,sports,Jump Rope,74.55,4
513,29,2024-09-18,beauty,Perfume Set,45.05,1
514,29,2024-03-01,grocery,Protein Bar Variety Pack,32.94,2
515,29,2023-10-26,sports,Water Bottle,100.27,4
516,29,2023-08-30,sports,Jump Rope,81.54,3
517,29,2024-05-16,grocery,Green Tea Sampler,78.78,1
518,30,2025-02-20,beauty,Moisturizing Cream,48.81,3
519,30,2024-07-26,grocery,Organic Coffee Beans,26.83,1
520,30,2023-12-21,beauty,Moisturizing Cream,24.44,3
521,30,2025-01-29,grocery,Green Tea Sampler,34.27,2
522,30,2023-11-20,grocery,Protein Bar Variety Pack,51.24,3
523,30,2024-12-24,sports,Water Bottle,39.24,3
524,30,2024-02-13,books,Self-Help Guide,40.77,1
525,30,2023-06-22,clothing,Denim Jeans,59.66,2
526,30,2024-01-03,books,Cookbook Collection,21.58,3
527,30,2025-03-15,grocery,Protein Bar Variety Pack,32.67,2
528,30,2025-01-24,sports,Water Bottle,33.64,4
529,30,2024-06-08,electronics,Wireless Headphones,38.2,3
530,30,2024-07-31,books,Self-Help Guide,57.76,3
531,30,2023-07-27,sports,Yoga Mat,47.89,4
532,30,2023-06-26,books,Self-Help Guide,50.81,4
533,30,2023-11-25,clothing,Denim Jeans,37.26,3
534,31,2024-06-04,sports,Fitness Tracker Band,110.47,1
535,31,2025-03-21,electronics,Wireless Headphones,100.55,4
536,31,2023-11-27,electronics,Wireless Headphones,69.72,1
537,31,2023-11-01,beauty,Vitamin C Serum,109.39,3
538,31,2023-09-22,clothing,Cotton T-Shirt,88.91,3
539,31,2025-04-29,electronics,Tablet Stand,111.34,2
540,31,2025-03-20,electronics,USB-C Hub,57.5,2
541,31,2023-09-24,beauty,Moisturizing Cream,30.1,4
542,31,2025-02-15,electronics,Bluetooth Speaker,50.36,4
543,31,2024-06-04,electronics,Wireless Headphones,103.54,4
544,31,2024-10-20,books,Cookbook Collection,36.37,4
545,32,2024-03-19,electronics,Tablet Stand,182.15,2
546,32,2024-12-24,beauty,Vitamin C Serum,198.94,2
547,32,2024-10-05,electronics,Portable Charger,51.27,2
548,32,2023-10-13,beauty,Hair Styling Kit,144.21,2
549,32,2024-06-04,beauty,Sunscreen SPF 50,178.99,1
550,32,2023-07-13,electronics,Bluetooth Speaker,138.44,4
551,32,2024-01-25,home_goods,Ceramic Vase,168.66,2
552,32,2023-11-18,home_goods,Scented Candle Set,133.01,3
553,32,2025-01-11,grocery,Organic Coffee Beans,181.37,2
554,32,2024-08-11,sports,Jump Rope,78.3,4
555,32,2023-11-09,home_goods,Scented Candle Set,124.23,1
556,32,2024-12-21,clothing,Denim Jeans,139.09,1
557,32,2023-07-22,home_goods,Kitchen Organizer,108.03,4
558,32,2025-02-05,home_goods,Wall Clock,75.92,4
559,32,2023-03-26,grocery,Organic Coffee Beans,138.1,1
560,32,2023-04-18,home_goods,Throw Blanket,188.39,4
561,32,2024-12-11,sports,Water Bottle,156.89,4
562,32,2023-06-01,beauty,Perfume Set,146.08,2
563,32,2024-01-20,home_goods,Scented Candle Set,61.85,2
564,33,2025-01-16,beauty,Sunscreen SPF 50,98.69,1
565,33,2023-12-08,home_goods,Ceramic Vase,35.21,1
566,33,2024-07-15,beauty,Moisturizing Cream,85.11,1
567,33,2023-08-08,home_goods,Throw Blanket,31.14,2
568,33,2023-09-22,books,Bestseller Novel,74.68,3
569,33,2023-12-29,sports,Jump Rope,45.03,2
570,33,2023-08-06,books,Self-Help Guide,99.43,1
571,33,2024-01-11,home_goods,Ceramic Vase,77.15,3
572,33,2025-01-09,books,Science Fiction Box Set,36.94,4
573,33,2023-06-03,sports,Water Bottle,74.96,2
574,33,2023-12-25,home_goods,Throw Blanket,99.6,1
575,33,2023-04-10,clothing,Wool Sweater,33.96,1
576,33,2024-08-03,clothing,Winter Jacket,62.76,2
577,33,2024-10-25,clothing,Winter Jacket,102.28,4
578,33,2023-12-18,clothing,Cotton T-Shirt,67.46,3
579,33,2024-11-13,home_goods,Scented Candle Set,63.55,1
580,34,2024-05-18,beauty,Moisturizing Cream,53.97,3
581,34,2024-08-16,home_goods,Scented Candle Set,35.55,3
582,34,2024-08-27,clothing,Cotton T-Shirt,50.3,2
583,34,2024-09-24,beauty,Hair Styling Kit,58.73,2
584,34,2023-10-06,books,Science Fiction Box Set,21.78,4
585,34,2024-08-04,electronics,Bluetooth Speaker,30.59,1
586,34,2024-12-01,home_goods,Scented Candle Set,31.93,3
587,34,2024-07-23,electronics,Bluetooth Speaker,59.24,4
588,34,2023-06-22,beauty,Moisturizing Cream,47.02,1
589,34,2024-07-13,electronics,Bluetooth Speaker,33.59,3
590,35,2024-07-26,sports,Yoga Mat,21.01,4
591,35,2024-09-28,electronics,Portable Charger,17.8,2
592,35,2023-11-19,clothing,Cotton T-Shirt,53.29,4
593,35,2024-01-16,books,Self-Help Guide,35.37,2
594,35,2023-07-14,electronics,Bluetooth Speaker,50.1,1
595,35,2023-08-12,clothing,Winter Jacket,35.23,3
596,35,2024-08-26,beauty,Moisturizing Cream,31.12,2
597,35,2024-06-13,beauty,Hair Styling Kit,26.93,1
598,35,2024-01-02,electronics,Bluetooth Speaker,52.19,1
599,35,2023-07-26,clothing,Cotton T-Shirt,19.1,2
600,36,2024-02-13,books,Self-Help Guide,173.01,2
601,36,2024-08-28,electronics,USB-C Hub,133.39,2
602,36,2023-09-04,electronics,USB-C Hub,170.58,2
603,36,2023-07-25,electronics,Wireless Headphones,174.56,2
604,36,2024-07-06,clothing,Running Shoes,105.84,1
605,36,2024-02-12,sports,Jump Rope,187.61,1
606,36,2023-12-11,electronics,Wireless Headphones,185.37,4
607,36,2023-08-25,grocery,Protein Bar Variety Pack,185.76,3
608,36,2024-09-06,electronics,Wireless Headphones,57.6,4
609,36,2024-10-12,grocery,Trail Mix Bundle,54.42,4
610,36,2023-12-28,clothing,Cotton T-Shirt,186.25,3
611,36,2023-10-22,home_goods,Ceramic Vase,55.2,2
612,36,2024-10-14,books,Self-Help Guide,111.8,4
613,36,2024-03-04,electronics,Wireless Headphones,107.45,4
614,36,2024-02-02,clothing,Wool Sweater,144.61,1
615,36,2024-09-25,beauty,Hair Styling Kit,131.68,4
616,36,2024-10-18,home_goods,Wall Clock,98.24,3
617,36,2024-04-13,clothing,Winter Jacket,139.57,1
618,36,2023-07-21,grocery,Olive Oil Premium,171.3,4
619,36,2025-01-10,sports,Water Bottle,199.94,2
620,36,2025-03-25,electronics,Bluetooth Speaker,86.17,1
621,36,2025-01-01,grocery,Protein Bar Variety Pack,176.98,4
622,36,2023-11-19,home_goods,Throw Blanket,85.48,3
623,37,2024-09-23,books,Self-Help Guide,134.54,2
624,37,2024-08-28,grocery,Trail Mix Bundle,96.36,4
625,37,2023-04-18,electronics,Wireless Headphones,84.89,2
626,37,2024-06-23,electronics,Portable Charger,50.1,2
627,37,2024-02-03,grocery,Protein Bar Variety Pack,157.54,3
628,37,2023-07-21,electronics,Wireless Headphones,137.99,2
629,37,2024-08-11,grocery,Organic Coffee Beans,179.1,1
630,37,2024-10-12,home_goods,Ceramic Vase,65.15,3
631,37,2023-07-31,home_goods,Throw Blanket,159.85,4
632,37,2024-12-15,grocery,Trail Mix Bundle,97.59,3
633,37,2023-08-18,clothing,Wool Sweater,106.76,3
634,37,2023-02-21,clothing,Running Shoes,192.32,4
635,37,2023-03-25,grocery,Green Tea Sampler,77.31,3
636,37,2023-10-04,grocery,Green Tea Sampler,145.95,1
637,37,2024-01-25,beauty,Vitamin C Serum,161.8,2
638,37,2023-08-10,home_goods,Kitchen Organizer,145.43,1
639,37,2024-05-22,grocery,Olive Oil Premium,51.71,2
640,37,2024-02-13,clothing,Winter Jacket,88.5,1
641,37,2023-04-10,books,Bestseller Novel,107.89,4
642,37,2024-07-08,clothing,Denim Jeans,182.27,3
643,37,2023-06-03,sports,Fitness Tracker Band,174.32,2
644,37,2023-05-06,clothing,Denim Jeans,169.88,1
645,37,2024-01-12,home_goods,Scented Candle Set,89.17,1
646,38,2023-06-11,beauty,Vitamin C Serum,132.06,1
647,38,2024-12-14,home_goods,Wall Clock,183.98,1
648,38,2024-12-07,beauty,Vitamin C Serum,183.46,2
649,38,2024-02-29,electronics,Wireless Headphones,80.83,2
650,38,2024-09-30,beauty,Sunscreen SPF 50,89.79,3
651,38,2023-07-03,home_goods,Throw Blanket,57.45,4
652,38,2024-03-30,clothing,Winter Jacket,50.57,1
653,38,2024-07-30,home_goods,Wall Clock,79.95,1
654,38,2025-01-08,clothing,Running Shoes,93.77,1
655,38,2024-02-05,beauty,Moisturizing Cream,167.73,4
656,38,2023-06-28,beauty,Hair Styling Kit,146.28,4
657,38,2024-04-20,clothing,Cotton T-Shirt,105.41,4
658,38,2024-06-19,electronics,Tablet Stand,119.76,2
659,38,2024-10-24,grocery,Olive Oil Premium,59.25,1
660,39,2024-05-22,grocery,Green Tea Sampler,58.68,2
661,39,2024-04-25,sports,Yoga Mat,51.83,4
662,39,2024-11-01,sports,Fitness Tracker Band,54.67,4
663,39,2024-05-03,home_goods,Scented Candle Set,55.62,1
664,39,2024-09-05,sports,Jump Rope,51.02,2
665,39,2023-09-19,electronics,USB-C Hub,57.71,2
666,39,2023-08-02,clothing,Running Shoes,16.92,1
667,39,2023-10-18,books,History Anthology,59.88,2
668,39,2023-12-15,grocery,Green Tea Sampler,29.39,1
669,39,2024-10-15,electronics,USB-C Hub,32.88,3
670,39,2024-09-08,grocery,Olive Oil Premium,35.62,1
671,39,2024-11-16,grocery,Green Tea Sampler,38.52,4
672,39,2023-08-26,electronics,USB-C Hub,21.67,1
673,39,2023-07-07,electronics,Portable Charger,50.36,3
674,39,2024-04-21,beauty,Hair Styling Kit,44.47,4
675,39,2024-01-02,electronics,Bluetooth Speaker,33.13,4
676,39,2024-02-28,electronics,USB-C Hub,46.07,1
677,40,2024-04-01,electronics,Tablet Stand,57.99,4
678,40,2024-01-15,grocery,Organic Coffee Beans,42.09,4
679,40,2024-02-26,grocery,Olive Oil Premium,95.59,1
680,40,2023-12-29,clothing,Denim Jeans,112.21,4
681,40,2024-11-05,books,History Anthology,108.05,1
682,40,2023-08-02,sports,Resistance Bands,58.0,4
683,40,2024-12-29,clothing,Wool Sweater,32.61,2
684,40,2023-07-25,grocery,Protein Bar Variety Pack,52.45,4
685,40,2023-12-16,electronics,Tablet Stand,54.66,4
686,40,2025-03-07,sports,Fitness Tracker Band,113.08,1
687,40,2024-10-08,clothing,Cotton T-Shirt,83.46,2
688,40,2025-01-16,grocery,Trail Mix Bundle,79.62,3
689,40,2023-08-27,clothing,Cotton T-Shirt,55.66,4
690,40,2025-01-01,electronics,Bluetooth Speaker,100.18,2
691,41,2023-12-21,books,Cookbook Collection,255.93,1
692,41,2024-07-18,grocery,Organic Coffee Beans,326.11,2
693,41,2023-11-05,sports,Yoga Mat,148.15,3
694,41,2024-05-27,books,Self-Help Guide,321.78,3
695,41,2023-10-30,beauty,Hair Styling Kit,206.01,4
696,41,2023-03-28,sports,Yoga Mat,218.11,3
697,41,2024-12-03,sports,Jump Rope,156.32,1
698,41,2024-02-28,beauty,Moisturizing Cream,346.86,3
699,41,2023-12-13,grocery,Olive Oil Premium,257.15,3
700,41,2024-08-31,clothing,Running Shoes,286.68,1
701,41,2024-05-07,grocery,Green Tea Sampler,258.34,2
702,42,2024-04-04,home_goods,Kitchen Organizer,189.24,1
703,42,2023-08-14,sports,Jump Rope,172.66,2
704,42,2024-11-15,books,Science Fiction Box Set,291.92,3
705,42,2023-07-25,sports,Water Bottle,306.97,2
706,42,2024-05-28,home_goods,Scented Candle Set,114.54,3
707,42,2023-08-07,books,Science Fiction Box Set,335.67,3
708,42,2023-09-16,books,Bestseller Novel,175.93,3
709,42,2024-02-16,beauty,Hair Styling Kit,150.35,3
710,42,2024-05-27,beauty,Moisturizing Cream,94.49,1
711,42,2024-06-27,beauty,Vitamin C Serum,112.35,4
712,42,2024-03-30,sports,Water Bottle,94.6,2
713,42,2024-01-17,clothing,Running Shoes,190.48,4
714,42,2023-08-04,clothing,Cotton T-Shirt,290.31,4
715,42,2023-12-18,home_goods,Throw Blanket,251.31,1
716,42,2023-09-03,beauty,Hair Styling Kit,285.52,2
717,42,2024-06-16,sports,Resistance Bands,292.01,1
718,42,2024-04-20,clothing,Wool Sweater,251.04,4
719,42,2024-02-28,beauty,Perfume Set,81.26,2
720,43,2023-10-03,grocery,Green Tea Sampler,31.61,1
721,43,2023-11-08,books,Cookbook Collection,92.42,3
722,43,2023-07-05,home_goods,Throw Blanket,64.52,3
723,43,2023-05-07,clothing,Winter Jacket,56.84,3
724,43,2024-11-21,beauty,Sunscreen SPF 50,77.17,4
725,43,2024-03-06,books,Cookbook Collection,119.65,4
726,43,2023-09-06,home_goods,Throw Blanket,115.33,4
727,43,2023-11-06,electronics,Bluetooth Speaker,95.45,2
728,43,2024-11-14,clothing,Winter Jacket,75.42,1
729,43,2024-04-09,home_goods,Scented Candle Set,108.89,3
730,43,2024-12-19,grocery,Green Tea Sampler,34.37,1
731,43,2025-01-19,books,Bestseller Novel,105.25,1
732,43,2024-05-21,books,Bestseller Novel,69.99,1
733,43,2024-07-19,sports,Water Bottle,93.17,2
734,43,2024-01-24,books,Bestseller Novel,67.88,1
735,43,2023-12-23,books,Science Fiction Box Set,86.05,2
736,43,2024-08-26,beauty,Moisturizing Cream,94.69,1
737,43,2023-07-08,home_goods,Scented Candle Set,74.8,2
738,43,2024-09-07,grocery,Olive Oil Premium,117.58,3
739,43,2024-01-18,books,History Anthology,44.43,4
740,43,2024-02-23,clothing,Denim Jeans,51.11,1
741,43,2023-07-13,books,Bestseller Novel,105.17,4
742,43,2024-08-26,clothing,Winter Jacket,36.75,1
743,44,2024-09-07,beauty,Hair Styling Kit,205.35,1
744,44,2024-01-21,grocery,Protein Bar Variety Pack,310.11,3
745,44,2025-02-20,grocery,Olive Oil Premium,279.41,1
746,44,2023-12-21,grocery,Organic Coffee Beans,310.04,2
747,44,2025-03-04,home_goods,Kitchen Organizer,337.87,3
748,44,2024-12-27,books,Bestseller Novel,300.04,2
749,44,2025-01-24,electronics,USB-C Hub,339.82,3
750,44,2025-04-14,grocery,Trail Mix Bundle,295.97,2
751,44,2024-02-10,electronics,Bluetooth Speaker,345.02,2
752,44,2025-08-07,electronics,USB-C Hub,210.32,4
753,44,2025-01-03,clothing,Wool Sweater,290.37,1
754,44,2025-04-19,grocery,Protein Bar Variety Pack,328.51,1
755,44,2024-01-28,beauty,Perfume Set,97.1,3
756,44,2025-07-24,electronics,Portable Charger,275.42,2
757,44,2025-05-26,books,Self-Help Guide,221.24,1
758,44,2025-04-18,beauty,Vitamin C Serum,173.35,4
759,44,2025-08-30,clothing,Wool Sweater,94.73,2
760,44,2025-05-02,sports,Fitness Tracker Band,314.74,1
761,44,2024-11-04,grocery,Trail Mix Bundle,145.04,3
762,44,2024-07-27,electronics,Portable Charger,228.63,4
763,44,2024-03-01,beauty,Vitamin C Serum,203.96,4
764,44,2025-03-13,electronics,USB-C Hub,165.34,4
765,45,2023-12-07,beauty,Perfume Set,230.43,1
766,45,2025-07-11,grocery,Organic Coffee Beans,340.06,3
767,45,2024-05-30,sports,Jump Rope,256.74,4
768,45,2023-12-26,home_goods,Kitchen Organizer,300.48,4
769,45,2025-07-27,home_goods,Wall Clock,241.99,3
770,45,2024-02-25,books,History Anthology,106.31,2
771,45,2024-10-29,electronics,Tablet Stand,304.07,3
772,45,2024-11-17,sports,Jump Rope,269.57,1
773,45,2024-03-23,clothing,Denim Jeans,301.9,4
774,45,2025-07-18,electronics,Tablet Stand,132.9,1
775,45,2024-06-08,grocery,Trail Mix Bundle,203.4,2
776,45,2024-02-19,books,Self-Help Guide,284.43,1
777,45,2024-03-06,books,Science Fiction Box Set,288.48,4
778,45,2025-03-31,beauty,Sunscreen SPF 50,116.35,4
779,45,2023-12-20,electronics,Portable Charger,229.37,4
780,45,2025-03-09,grocery,Green Tea Sampler,329.58,2
781,45,2024-04-26,books,Science Fiction Box Set,277.23,2
782,45,2025-09-04,electronics,USB-C Hub,242.15,3
783,45,2025-01-02,sports,Fitness Tracker Band,344.47,2
784,45,2024-10-17,home_goods,Ceramic Vase,342.03,4
785,45,2024-03-21,grocery,Protein Bar Variety Pack,191.44,3
786,45,2024-09-17,grocery,Green Tea Sampler,272.21,2
787,45,2025-08-01,clothing,Running Shoes,272.88,3
788,45,2025-08-27,books,Cookbook Collection,343.3,2
789,45,2025-08-14,sports,Jump Rope,167.04,1
790,45,2025-05-29,grocery,Olive Oil Premium,209.7,4
791,45,2024-08-19,books,Science Fiction Box Set,316.92,4
792,45,2025-04-19,grocery,Organic Coffee Beans,108.75,4
793,46,2023-11-22,clothing,Cotton T-Shirt,197.53,3
794,46,2024-04-08,clothing,Winter Jacket,80.6,1
795,46,2023-09-23,home_goods,Ceramic Vase,142.42,2
796,46,2024-07-13,books,Science Fiction Box Set,85.64,3
797,46,2024-07-05,books,Bestseller Novel,108.13,3
798,46,2023-06-24,sports,Yoga Mat,161.55,2
799,46,2024-01-27,sports,Fitness Tracker Band,186.72,3
800,46,2024-12-21,grocery,Green Tea Sampler,160.77,2
801,46,2024-04-07,grocery,Protein Bar Variety Pack,117.32,1
802,46,2024-11-18,clothing,Running Shoes,67.9,1
803,46,2024-12-31,beauty,Hair Styling Kit,89.64,2
804,46,2023-06-16,sports,Water Bottle,99.58,2
805,46,2024-05-06,electronics,Bluetooth Speaker,139.53,3
806,46,2024-12-25,beauty,Sunscreen SPF 50,103.71,3
807,46,2023-12-16,sports,Resistance Bands,128.09,2
808,46,2024-12-11,beauty,Sunscreen SPF 50,110.51,3
809,46,2025-04-20,clothing,Running Shoes,99.78,3
810,46,2025-03-05,home_goods,Throw Blanket,129.57,1
811,46,2024-09-09,electronics,Tablet Stand,86.05,2
812,46,2024-07-05,electronics,Tablet Stand,187.39,1
813,47,2024-03-26,electronics,Portable Charger,76.29,4
814,47,2024-01-06,beauty,Moisturizing Cream,110.85,2
815,47,2023-06-01,home_goods,Wall Clock,115.34,2
816,47,2024-09-05,grocery,Green Tea Sampler,30.66,1
817,47,2024-05-16,clothing,Running Shoes,105.21,2
818,47,2024-12-30,sports,Fitness Tracker Band,103.51,1
819,47,2023-04-02,books,Cookbook Collection,71.33,3
820,47,2023-05-23,electronics,Wireless Headphones,34.88,3
821,47,2024-10-17,sports,Yoga Mat,103.95,3
822,47,2024-06-12,beauty,Perfume Set,86.72,4
823,47,2024-04-10,home_goods,Scented Candle Set,90.6,1
824,47,2023-05-12,books,Science Fiction Box Set,98.04,1
825,48,2024-09-17,home_goods,Kitchen Organizer,62.98,4
826,48,2024-11-11,beauty,Perfume Set,54.62,2
827,48,2023-05-24,sports,Resistance Bands,162.01,3
828,48,2023-11-06,books,Cookbook Collection,151.59,3
829,48,2024-07-26,electronics,Portable Charger,71.21,1
830,48,2024-09-06,electronics,Portable Charger,109.11,1
831,48,2023-12-23,home_goods,Throw Blanket,81.76,2
832,48,2023-08-19,clothing,Running Shoes,142.53,3
833,48,2023-07-09,clothing,Winter Jacket,150.65,1
834,48,2024-04-21,grocery,Green Tea Sampler,146.7,1
835,48,2023-09-18,home_goods,Scented Candle Set,64.73,4
836,48,2023-05-16,home_goods,Kitchen Organizer,150.69,2
837,48,2024-09-30,electronics,Tablet Stand,60.47,2
838,48,2024-04-10,home_goods,Ceramic Vase,99.25,3
839,48,2023-06-10,books,Science Fiction Box Set,134.83,3
840,48,2024-03-18,grocery,Olive Oil Premium,75.3,3
841,48,2024-10-22,clothing,Running Shoes,115.42,3
842,48,2024-05-10,clothing,Cotton T-Shirt,119.43,3
843,48,2024-05-17,grocery,Olive Oil Premium,132.75,2
844,49,2024-02-07,grocery,Olive Oil Premium,320.65,2
845,49,2023-12-03,home_goods,Scented Candle Set,320.87,1
846,49,2025-05-01,grocery,Green Tea Sampler,189.39,2
847,49,2024-06-09,electronics,Portable Charger,226.74,4
848,49,2024-09-25,books,Cookbook Collection,185.97,3
849,49,2025-02-11,clothing,Denim Jeans,217.81,4
850,49,2023-09-27,home_goods,Wall Clock,258.92,2
851,49,2024-02-07,grocery,Green Tea Sampler,200.48,2
852,49,2025-07-23,sports,Jump Rope,315.49,2
853,49,2024-09-18,books,History Anthology,90.91,4
854,49,2024-06-13,clothing,Winter Jacket,179.75,1
855,49,2025-02-28,books,Cookbook Collection,325.09,3
856,49,2024-12-25,beauty,Perfume Set,318.02,1
857,49,2023-12-31,books,Self-Help Guide,270.01,3
858,49,2025-05-01,grocery,Olive Oil Premium,226.97,2
859,49,2024-09-25,beauty,Perfume Set,238.67,1
860,50,2024-07-14,clothing,Wool Sweater,102.93,3
861,50,2025-02-02,beauty,Perfume Set,50.99,2
862,50,2024-01-16,beauty,Vitamin C Serum,61.56,3
863,50,2023-12-03,clothing,Running Shoes,73.6,1
864,50,2024-07-23,books,Cookbook Collection,171.68,1
865,50,2024-09-27,beauty,Perfume Set,81.61,2
866,50,2023-06-17,books,History Anthology,86.55,2
867,50,2023-11-06,sports,Jump Rope,70.21,1
868,50,2023-07-22,sports,Resistance Bands,74.95,2
869,50,2025-01-28,sports,Fitness Tracker Band,195.39,1
870,50,2023-08-21,books,Self-Help Guide,82.49,4
871,50,2023-11-16,grocery,Trail Mix Bundle,82.9,4
872,50,2025-01-11,sports,Resistance Bands,173.07,2
873,50,2024-02-20,sports,Jump Rope,75.16,3
